result,table,_start,_stop,_time,_value,_field,_measurement,host,topic
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:45:36.388889+00:00,66.3,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:45:40.134200+00:00,66.4,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:45:43.878655+00:00,66.4,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:45:47.626492+00:00,66.3,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:45:51.372744+00:00,66.3,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:45:55.122119+00:00,66.3,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:45:58.866899+00:00,66.2,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:46:02.613812+00:00,66.2,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:46:06.359641+00:00,66.4,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:46:10.130877+00:00,66.4,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:46:13.878224+00:00,66.5,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:46:17.625074+00:00,66.4,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:46:21.373982+00:00,66.3,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:46:25.120316+00:00,66.3,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:46:28.869098+00:00,66.0,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:46:40.203000+00:00,65.3,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:46:43.949200+00:00,65.4,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:46:50.241871+00:00,64.8,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:46:53.973984+00:00,64.7,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:46:57.718645+00:00,64.6,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:47:01.467232+00:00,64.2,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:47:05.214604+00:00,64.2,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:47:08.963818+00:00,64.2,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:47:12.710077+00:00,64.1,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:47:16.453896+00:00,64.1,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:47:20.203427+00:00,64.1,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:47:23.949851+00:00,64.1,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:47:27.696922+00:00,64.1,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:47:31.447670+00:00,63.9,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:47:35.192246+00:00,64.0,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:47:41.472445+00:00,63.7,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:47:45.213610+00:00,63.8,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:47:48.961283+00:00,63.8,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:47:52.707160+00:00,63.9,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:47:56.454867+00:00,63.9,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:48:00.204400+00:00,64.0,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:48:03.951798+00:00,63.9,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:48:07.698051+00:00,63.9,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:48:11.444563+00:00,63.8,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:48:15.192815+00:00,63.8,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:48:18.938635+00:00,63.7,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:48:22.685718+00:00,63.7,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:48:31.498313+00:00,63.5,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:48:37.772411+00:00,63.4,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:48:41.517881+00:00,63.3,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:48:45.265704+00:00,63.2,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:48:49.012046+00:00,63.2,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:48:52.756346+00:00,63.2,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:48:56.507177+00:00,63.0,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,0,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-08 00:49:00.255588+00:00,63.0,humidity,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:13:02.888200+00:00,4970.86,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:13:06.636794+00:00,4956.8,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:13:10.385505+00:00,4941.54,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:13:14.130596+00:00,4925.25,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:13:17.877913+00:00,4913.43,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:13:21.624193+00:00,4896.95,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:13:25.372312+00:00,4888.39,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:13:29.119253+00:00,4875.17,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:13:32.868543+00:00,4866.61,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:13:36.612663+00:00,4856.84,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:13:40.358673+00:00,4846.04,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:13:44.106155+00:00,4834.03,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:13:47.855032+00:00,4822.02,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:13:51.601608+00:00,4812.25,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:13:55.347561+00:00,4800.24,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:13:59.094922+00:00,4788.24,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:14:02.842091+00:00,4776.23,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:14:06.587928+00:00,4767.66,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:14:10.335829+00:00,4757.89,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:14:14.082908+00:00,4749.33,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:14:17.831786+00:00,4738.53,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:14:26.636851+00:00,4712.64,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:14:30.381564+00:00,4703.05,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:14:34.148507+00:00,4690.01,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:14:37.874241+00:00,4680.42,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:14:41.621470+00:00,4670.82,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:14:45.371698+00:00,4657.78,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:14:49.115619+00:00,4650.41,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:14:52.861533+00:00,4639.61,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:14:56.608317+00:00,4628.8,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:15:00.355785+00:00,4615.77,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:15:04.103696+00:00,4606.16,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:15:10.379798+00:00,4586.77,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:15:14.127661+00:00,4572.71,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:15:17.876101+00:00,4558.64,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:15:21.620070+00:00,4543.37,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:15:25.367775+00:00,4529.3,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:15:29.113871+00:00,4513.01,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:15:32.861865+00:00,4498.94,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:15:36.608661+00:00,4481.44,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:15:40.358557+00:00,4469.6,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:15:44.102749+00:00,4454.33,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:15:47.849812+00:00,4436.84,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:15:51.597297+00:00,4425.0,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:15:55.350079+00:00,4407.51,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:15:59.091236+00:00,4393.43,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:16:02.838340+00:00,4378.17,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:16:06.587557+00:00,4362.9,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:16:10.331835+00:00,4348.67,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:16:14.079670+00:00,4332.21,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:16:17.829449+00:00,4321.4,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:16:21.572550+00:00,4304.94,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:16:25.320561+00:00,4290.71,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:16:29.067417+00:00,4278.7,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:16:32.813440+00:00,4266.69,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:16:36.560747+00:00,4253.49,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:16:40.308393+00:00,4243.71,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:16:44.060995+00:00,4232.74,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:16:47.800355+00:00,4219.54,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:16:51.548820+00:00,4208.56,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:16:55.295208+00:00,4199.82,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:16:59.043084+00:00,4189.87,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:17:05.320784+00:00,4169.98,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:17:09.067285+00:00,4161.24,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:17:12.814074+00:00,4146.83,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:17:19.085615+00:00,4123.68,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:17:25.365173+00:00,4100.52,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:17:29.110919+00:00,4087.31,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:17:32.857184+00:00,4072.89,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:17:36.605247+00:00,4059.68,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:17:40.351801+00:00,4015.27,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:17:44.100213+00:00,3983.55,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:17:47.846768+00:00,4015.57,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:17:51.598124+00:00,4003.65,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:17:55.338581+00:00,3883.81,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:17:59.084063+00:00,1687.49,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:18:02.831994+00:00,2002.8,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:18:09.108302+00:00,3944.56,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:18:12.856894+00:00,3929.29,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:18:16.604905+00:00,3915.23,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:18:20.351128+00:00,3899.97,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:18:24.100305+00:00,3885.91,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:18:27.843153+00:00,3876.32,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:18:31.590408+00:00,3866.72,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:18:35.338541+00:00,3855.92,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:18:39.084168+00:00,3847.35,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:18:42.831833+00:00,3837.75,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:18:46.580519+00:00,3829.18,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
_result,1,2025-05-07 23:00:00+00:00,2025-05-08 01:00:00+00:00,2025-05-07 23:18:50.327573+00:00,3818.37,light_lux,mqtt_consumer,FryingMachine,OUTDOOREVENING/FINALE
