_time,humidity,light_lux,sound_avg,sound_db,sound_peak_to_peak,sound_raw,sound_rms,sound_voltage,temperature
2025-05-07 20:13:13.787561-04:00,65.6,60.52,507.0,9.91,131.0,512.0,508.22,2.48,61.5
2025-05-07 20:13:17.534263-04:00,65.7,58.23,515.0,10.07,176.0,524.0,516.06,2.52,61.5
2025-05-07 20:13:21.280437-04:00,65.7,59.55,508.0,9.93,109.0,503.0,508.94,2.48,61.5
2025-05-07 20:13:25.029191-04:00,65.5,57.27,544.0,10.64,146.0,514.0,545.64,2.66,61.5
2025-05-07 20:13:28.774736-04:00,65.6,60.83,495.0,9.68,124.0,523.0,496.49,2.42,61.5
2025-05-07 20:13:35.052723-04:00,65.7,56.3,504.0,9.85,113.0,516.0,504.93,2.46,61.5
2025-05-07 20:13:38.798751-04:00,65.7,57.58,502.0,9.81,120.0,522.0,502.84,2.45,61.5
2025-05-07 20:13:42.546399-04:00,65.8,55.31,533.0,10.42,481.0,520.0,548.3,2.61,61.5
2025-05-07 20:13:51.356682-04:00,65.9,56.58,483.0,9.44,111.0,502.0,484.09,2.36,61.5
2025-05-07 20:13:55.099133-04:00,65.8,54.32,491.0,9.6,135.0,497.0,492.34,2.4,61.5
2025-05-07 20:14:01.385603-04:00,65.9,55.57,506.0,9.89,117.0,515.0,507.09,2.47,61.5
2025-05-07 20:14:05.125968-04:00,65.9,53.32,508.0,9.93,111.0,487.0,508.91,2.48,61.5
2025-05-07 20:14:08.870415-04:00,65.9,51.07,482.0,9.42,160.0,505.0,483.51,2.36,61.5
2025-05-07 20:14:12.619052-04:00,66.0,54.54,503.0,9.83,131.0,527.0,504.49,2.46,61.5
2025-05-07 20:14:16.365963-04:00,65.9,52.31,504.0,9.85,117.0,515.0,505.21,2.46,61.5
2025-05-07 20:14:20.112932-04:00,66.0,52.31,451.0,8.82,594.0,649.0,486.85,2.2,61.5
2025-05-07 20:14:23.857888-04:00,65.9,50.07,494.0,9.66,139.0,504.0,495.98,2.41,61.5
2025-05-07 20:14:27.604456-04:00,66.0,51.28,508.0,9.93,122.0,519.0,508.99,2.48,61.5
2025-05-07 20:14:31.351214-04:00,66.0,51.28,512.0,10.01,124.0,525.0,512.75,2.5,61.5
2025-05-07 20:14:35.097342-04:00,66.0,49.05,505.0,9.87,143.0,518.0,506.42,2.47,61.5
2025-05-07 20:14:38.844524-04:00,66.0,49.05,472.0,9.23,117.0,470.0,473.56,2.31,61.5
2025-05-07 20:14:42.591169-04:00,65.9,46.81,506.0,9.89,152.0,446.0,507.44,2.47,61.5
2025-05-07 20:14:46.334904-04:00,66.0,48.02,508.0,9.93,129.0,505.0,508.64,2.48,61.5
2025-05-07 20:14:50.085092-04:00,65.9,48.02,498.0,9.74,124.0,508.0,499.28,2.43,61.5
2025-05-07 20:14:53.830511-04:00,65.9,45.8,495.0,9.68,253.0,521.0,498.15,2.42,61.5
2025-05-07 20:15:00.108299-04:00,65.9,45.8,504.0,9.85,177.0,506.0,504.84,2.46,61.5
2025-05-07 20:15:03.856276-04:00,65.9,46.97,513.0,10.03,129.0,529.0,514.18,2.51,61.5
2025-05-07 20:15:10.133428-04:00,65.9,44.76,502.0,9.81,118.0,516.0,502.73,2.45,61.5
2025-05-07 20:15:13.879237-04:00,65.9,44.76,547.0,10.69,373.0,527.0,551.77,2.67,61.7
2025-05-07 20:15:17.626019-04:00,65.8,42.54,487.0,9.52,175.0,434.0,489.22,2.38,61.7
2025-05-07 20:15:21.373898-04:00,65.7,42.54,513.0,10.03,136.0,528.0,513.82,2.51,61.7
2025-05-07 20:15:25.120572-04:00,65.8,43.71,522.0,10.21,187.0,492.0,522.88,2.55,61.7
2025-05-07 20:15:28.866426-04:00,65.8,43.71,494.0,9.66,133.0,523.0,495.18,2.41,61.7
2025-05-07 20:15:32.614679-04:00,65.9,41.5,561.0,10.97,509.0,577.0,575.59,2.74,61.7
2025-05-07 20:15:36.361559-04:00,65.8,41.5,516.0,10.09,369.0,502.0,519.89,2.52,61.7
2025-05-07 20:15:40.110430-04:00,65.8,41.5,507.0,9.91,116.0,515.0,507.48,2.48,61.7
2025-05-07 20:15:43.857294-04:00,65.8,39.28,498.0,9.74,121.0,506.0,498.6,2.43,61.7
2025-05-07 20:15:47.602272-04:00,65.8,39.28,499.0,9.76,152.0,505.0,500.41,2.44,61.7
2025-05-07 20:15:51.350168-04:00,65.7,40.44,434.0,8.48,529.0,650.0,461.87,2.12,61.7
2025-05-07 20:15:55.097064-04:00,65.5,40.44,510.0,9.97,158.0,450.0,511.39,2.49,61.7
2025-05-07 20:15:58.843971-04:00,65.7,40.44,505.0,9.87,116.0,477.0,506.15,2.47,61.7
2025-05-07 20:16:02.591823-04:00,65.6,38.23,513.0,10.03,138.0,478.0,513.7,2.51,61.7
2025-05-07 20:16:06.337476-04:00,65.6,38.23,505.0,9.87,103.0,523.0,506.24,2.47,61.7
2025-05-07 20:16:10.085640-04:00,65.5,36.02,493.0,9.64,268.0,277.0,495.88,2.41,61.7
2025-05-07 20:16:13.833047-04:00,65.5,36.02,501.0,9.79,140.0,528.0,502.43,2.45,61.7
2025-05-07 20:16:17.580105-04:00,65.5,36.02,501.0,9.79,209.0,496.0,502.91,2.45,61.7
2025-05-07 20:16:21.325514-04:00,65.7,37.16,507.0,9.91,127.0,495.0,507.85,2.48,61.7
2025-05-07 20:16:30.131102-04:00,65.9,34.96,487.0,9.52,104.0,493.0,488.33,2.38,61.5
2025-05-07 20:16:33.878599-04:00,65.8,34.96,518.0,10.13,177.0,478.0,519.53,2.53,61.5
2025-05-07 20:16:37.626657-04:00,65.8,34.96,563.0,11.01,375.0,688.0,572.03,2.75,61.5
2025-05-07 20:16:41.372473-04:00,65.9,32.75,487.0,9.52,279.0,517.0,491.36,2.38,61.5
2025-05-07 20:16:45.122447-04:00,65.9,32.75,525.0,10.26,157.0,502.0,526.49,2.57,61.5
2025-05-07 20:16:48.867678-04:00,65.9,32.75,498.0,9.74,125.0,524.0,499.42,2.43,61.5
2025-05-07 20:16:52.617348-04:00,65.9,30.53,501.0,9.79,117.0,523.0,501.77,2.45,61.5
2025-05-07 20:16:56.361682-04:00,65.9,33.88,502.0,9.81,132.0,443.0,503.2,2.45,61.5
2025-05-07 20:17:00.107402-04:00,65.9,33.88,487.0,9.52,133.0,492.0,488.66,2.38,61.3
2025-05-07 20:17:03.861224-04:00,66.0,33.88,613.0,11.98,214.0,553.0,615.61,3.0,61.5
2025-05-07 20:17:07.602840-04:00,66.0,31.69,513.0,10.03,155.0,522.0,513.95,2.51,61.5
2025-05-07 20:17:11.350400-04:00,66.0,31.69,506.0,9.89,186.0,513.0,507.14,2.47,61.3
2025-05-07 20:17:15.096975-04:00,65.8,31.69,482.0,9.42,150.0,422.0,484.02,2.36,61.5
2025-05-07 20:17:18.845291-04:00,65.9,29.49,501.0,9.79,127.0,509.0,502.42,2.45,61.3
2025-05-07 20:17:22.588847-04:00,65.9,29.49,503.0,9.83,126.0,473.0,503.91,2.46,61.3
2025-05-07 20:17:26.337957-04:00,66.1,29.49,502.0,9.81,123.0,520.0,502.92,2.45,61.3
2025-05-07 20:17:30.084495-04:00,66.2,27.27,491.0,9.6,121.0,488.0,492.71,2.4,61.3
2025-05-07 20:17:33.830208-04:00,66.2,27.27,505.0,9.87,117.0,513.0,505.79,2.47,61.3
2025-05-07 20:17:37.577708-04:00,66.2,30.6,504.0,9.85,155.0,532.0,505.7,2.46,61.3
2025-05-07 20:17:41.326964-04:00,66.2,30.6,517.0,10.11,136.0,522.0,518.06,2.53,61.3
2025-05-07 20:17:45.071639-04:00,66.1,28.42,454.0,8.88,202.0,464.0,457.52,2.22,61.3
2025-05-07 20:17:48.818383-04:00,66.2,28.42,510.0,9.97,152.0,530.0,510.74,2.49,61.3
2025-05-07 20:17:52.565077-04:00,66.2,28.42,506.0,9.89,123.0,511.0,506.52,2.47,61.3
2025-05-07 20:17:58.841959-04:00,66.2,26.22,508.0,9.93,126.0,501.0,508.76,2.48,61.3
2025-05-07 20:18:02.590724-04:00,66.2,26.22,510.0,9.97,120.0,532.0,510.86,2.49,61.3
2025-05-07 20:18:06.340962-04:00,66.2,26.22,503.0,9.83,143.0,512.0,504.05,2.46,61.3
2025-05-07 20:18:10.084335-04:00,66.3,26.22,516.0,10.09,148.0,481.0,517.15,2.52,61.3
2025-05-07 20:18:13.832601-04:00,66.3,24.01,569.0,11.12,252.0,489.0,571.94,2.78,61.3
2025-05-07 20:18:17.583214-04:00,66.2,24.01,409.0,8.0,468.0,663.0,430.74,2.0,61.3
2025-05-07 20:18:21.324357-04:00,66.2,24.01,501.0,9.79,131.0,483.0,502.35,2.45,61.3
2025-05-07 20:18:25.073497-04:00,66.1,27.3,507.0,9.91,130.0,515.0,508.37,2.48,61.3
2025-05-07 20:18:28.817749-04:00,66.2,25.13,494.0,9.66,143.0,381.0,495.58,2.41,61.3
2025-05-07 20:18:32.565875-04:00,66.1,25.13,512.0,10.01,133.0,513.0,513.32,2.5,61.3
2025-05-07 20:18:36.313618-04:00,65.9,25.13,511.0,9.99,146.0,487.0,512.32,2.5,61.3
2025-05-07 20:18:40.063093-04:00,66.1,25.13,503.0,9.83,159.0,517.0,503.72,2.46,61.3
2025-05-07 20:18:43.806874-04:00,66.2,22.95,485.0,9.48,206.0,500.0,486.5,2.37,61.3
2025-05-07 20:18:47.556636-04:00,66.1,22.95,502.0,9.81,123.0,506.0,502.75,2.45,61.3
2025-05-07 20:18:51.301581-04:00,66.1,22.95,522.0,10.21,130.0,483.0,523.11,2.55,61.3
2025-05-07 20:18:55.047971-04:00,66.0,22.95,498.0,9.74,154.0,554.0,499.73,2.43,61.3
2025-05-07 20:18:58.796394-04:00,66.1,22.95,488.0,9.54,140.0,488.0,489.9,2.39,61.3
2025-05-07 20:19:02.537663-04:00,66.0,20.75,509.0,9.95,124.0,504.0,510.14,2.49,61.3
2025-05-07 20:19:06.288206-04:00,66.1,20.75,509.0,9.95,124.0,510.0,510.23,2.49,61.3
2025-05-07 20:19:10.035653-04:00,66.1,20.75,503.0,9.83,157.0,492.0,504.13,2.46,61.3
2025-05-07 20:19:13.783138-04:00,66.1,20.75,504.0,9.85,133.0,498.0,505.18,2.46,61.3
2025-05-07 20:19:17.534830-04:00,66.0,18.52,501.0,9.79,125.0,519.0,502.37,2.45,61.3
2025-05-07 20:19:21.278264-04:00,66.0,21.84,491.0,9.6,120.0,508.0,492.45,2.4,61.3
2025-05-07 20:19:25.022356-04:00,66.1,21.84,500.0,9.78,119.0,501.0,500.78,2.44,61.3
2025-05-07 20:19:28.769428-04:00,66.1,21.84,500.0,9.78,143.0,468.0,500.8,2.44,61.3
2025-05-07 20:19:32.522913-04:00,66.1,21.84,501.0,9.79,151.0,456.0,502.2,2.45,61.3
2025-05-07 20:19:36.263792-04:00,66.1,19.67,502.0,9.81,111.0,510.0,503.37,2.45,61.3
2025-05-07 20:19:40.010994-04:00,66.0,19.67,513.0,10.03,219.0,521.0,515.79,2.51,61.3
2025-05-07 20:19:43.755978-04:00,66.0,19.67,509.0,9.95,140.0,519.0,510.23,2.49,61.3
2025-05-07 20:19:47.503999-04:00,66.1,19.67,507.0,9.91,125.0,517.0,508.48,2.48,61.3
2025-05-07 20:19:51.252934-04:00,66.1,19.67,510.0,9.97,132.0,511.0,511.34,2.49,61.3
2025-05-07 20:19:54.998849-04:00,66.0,19.67,517.0,10.11,153.0,544.0,518.82,2.53,61.3
2025-05-07 20:19:58.744830-04:00,65.9,17.48,516.0,10.09,179.0,527.0,516.97,2.52,61.3
2025-05-07 20:20:02.495712-04:00,65.9,17.48,503.0,9.83,167.0,513.0,503.75,2.46,61.3
2025-05-07 20:20:06.239703-04:00,65.9,17.48,505.0,9.87,122.0,509.0,505.67,2.47,61.3
2025-05-07 20:20:09.985473-04:00,65.8,17.48,500.0,9.78,153.0,519.0,501.78,2.44,61.3
2025-05-07 20:20:13.733550-04:00,65.8,17.48,505.0,9.87,129.0,503.0,506.51,2.47,61.3
2025-05-07 20:20:17.481154-04:00,65.8,15.27,502.0,9.81,121.0,510.0,503.26,2.45,61.3
2025-05-07 20:20:21.226086-04:00,65.7,15.27,503.0,9.83,138.0,465.0,504.53,2.46,61.3
2025-05-07 20:20:25.035030-04:00,65.6,15.27,500.0,9.78,125.0,496.0,501.32,2.44,61.3
2025-05-07 20:20:28.721230-04:00,65.8,18.52,505.0,9.87,118.0,518.0,506.04,2.47,61.3
2025-05-07 20:20:32.467475-04:00,65.8,18.52,504.0,9.85,126.0,517.0,505.24,2.46,61.3
2025-05-07 20:20:36.215288-04:00,65.8,18.52,501.0,9.79,118.0,496.0,502.25,2.45,61.3
2025-05-07 20:20:42.489587-04:00,65.9,16.38,505.0,9.87,134.0,489.0,506.04,2.47,61.3
2025-05-07 20:20:46.237571-04:00,65.8,16.38,504.0,9.85,112.0,513.0,505.22,2.46,61.3
2025-05-07 20:20:49.986050-04:00,66.0,16.38,503.0,9.83,139.0,538.0,504.15,2.46,61.3
2025-05-07 20:20:53.732250-04:00,66.1,16.38,503.0,9.83,188.0,509.0,504.27,2.46,61.3
2025-05-07 20:20:57.483642-04:00,66.2,16.38,499.0,9.76,136.0,513.0,500.67,2.44,61.3
2025-05-07 20:21:01.229699-04:00,66.0,16.38,501.0,9.79,174.0,522.0,502.72,2.45,61.3
2025-05-07 20:21:04.971149-04:00,66.2,14.21,509.0,9.95,124.0,510.0,510.01,2.49,61.3
2025-05-07 20:21:08.719862-04:00,66.2,14.21,498.0,9.74,156.0,523.0,499.58,2.43,61.3
2025-05-07 20:21:12.466940-04:00,66.2,14.21,506.0,9.89,149.0,463.0,507.3,2.47,61.3
2025-05-07 20:21:16.213642-04:00,66.3,14.21,507.0,9.91,126.0,517.0,508.34,2.48,61.3
2025-05-07 20:21:19.959530-04:00,66.1,14.21,502.0,9.81,140.0,513.0,502.99,2.45,61.2
2025-05-07 20:21:23.707396-04:00,66.3,14.21,498.0,9.74,160.0,378.0,499.68,2.43,61.2
2025-05-07 20:21:27.453324-04:00,66.2,14.21,513.0,10.03,145.0,496.0,514.38,2.51,61.2
2025-05-07 20:21:31.199360-04:00,66.3,12.01,504.0,9.85,145.0,500.0,504.96,2.46,61.2
2025-05-07 20:21:34.946502-04:00,66.1,12.01,460.0,8.99,227.0,553.0,462.02,2.25,61.2
2025-05-07 20:21:38.695623-04:00,66.3,12.01,540.0,10.56,314.0,540.0,546.22,2.64,61.2
2025-05-07 20:21:42.441646-04:00,66.2,12.01,515.0,10.07,235.0,503.0,516.62,2.52,61.2
2025-05-07 20:21:46.187650-04:00,66.3,12.01,508.0,9.93,122.0,502.0,508.91,2.48,61.2
2025-05-07 20:21:49.934943-04:00,66.2,12.01,509.0,9.95,127.0,520.0,510.17,2.49,61.2
2025-05-07 20:21:53.685892-04:00,66.2,12.01,495.0,9.68,124.0,511.0,495.76,2.42,61.2
2025-05-07 20:21:57.429680-04:00,66.3,15.17,510.0,9.97,134.0,489.0,511.46,2.49,61.2
2025-05-07 20:22:01.175365-04:00,66.3,13.06,500.0,9.78,131.0,519.0,501.17,2.44,61.2
2025-05-07 20:22:04.922477-04:00,66.4,13.06,510.0,9.97,125.0,528.0,510.74,2.49,61.2
2025-05-07 20:22:08.668475-04:00,66.5,13.06,511.0,9.99,144.0,516.0,512.35,2.5,61.2
2025-05-07 20:22:12.415186-04:00,66.5,13.06,503.0,9.83,113.0,504.0,504.19,2.46,61.2
2025-05-07 20:22:16.162803-04:00,66.5,13.06,505.0,9.87,129.0,518.0,506.05,2.47,61.0
2025-05-07 20:22:19.912093-04:00,66.6,13.06,505.0,9.87,108.0,516.0,506.08,2.47,61.0
2025-05-07 20:22:23.657305-04:00,66.7,13.06,550.0,10.75,138.0,487.0,551.81,2.69,61.0
2025-05-07 20:22:27.403449-04:00,66.7,13.06,507.0,9.91,119.0,515.0,507.58,2.48,61.0
2025-05-07 20:22:31.164729-04:00,66.7,13.06,509.0,9.95,130.0,523.0,510.48,2.49,61.0
2025-05-07 20:22:34.896835-04:00,66.7,10.92,497.0,9.72,118.0,508.0,498.34,2.43,61.0
2025-05-07 20:22:38.643235-04:00,66.9,10.92,507.0,9.91,151.0,440.0,508.42,2.48,61.0
2025-05-07 20:22:42.390585-04:00,67.0,10.92,520.0,10.17,172.0,531.0,521.38,2.54,61.0
2025-05-07 20:22:46.140952-04:00,67.1,10.92,507.0,9.91,138.0,483.0,508.58,2.48,61.0
2025-05-07 20:22:54.943309-04:00,67.1,10.92,484.0,9.46,164.0,512.0,485.47,2.37,60.8
2025-05-07 20:22:58.689154-04:00,67.2,10.92,502.0,9.81,113.0,508.0,502.98,2.45,60.8
2025-05-07 20:23:02.438149-04:00,67.2,10.92,499.0,9.76,141.0,522.0,499.64,2.44,60.8
2025-05-07 20:23:06.183864-04:00,67.3,10.92,502.0,9.81,115.0,494.0,502.73,2.45,60.8
2025-05-07 20:23:09.929014-04:00,67.3,8.74,502.0,9.81,179.0,489.0,503.46,2.45,60.8
2025-05-07 20:23:13.675894-04:00,67.3,8.74,514.0,10.05,203.0,451.0,516.09,2.51,60.8
2025-05-07 20:23:17.422619-04:00,67.3,8.74,524.0,10.24,132.0,514.0,524.96,2.56,60.8
2025-05-07 20:23:21.169004-04:00,67.3,8.74,535.0,10.46,190.0,466.0,536.0,2.61,60.8
2025-05-07 20:23:29.975985-04:00,67.2,8.74,513.0,10.03,134.0,530.0,513.68,2.51,60.8
2025-05-07 20:23:33.721711-04:00,67.3,8.74,501.0,9.79,134.0,422.0,502.74,2.45,60.6
2025-05-07 20:23:37.468853-04:00,67.3,8.74,502.0,9.81,110.0,483.0,502.84,2.45,60.8
2025-05-07 20:23:41.215613-04:00,67.3,8.74,513.0,10.03,127.0,517.0,514.47,2.51,60.6
2025-05-07 20:23:44.962664-04:00,67.4,8.74,500.0,9.78,146.0,501.0,501.64,2.44,60.6
2025-05-07 20:23:48.709543-04:00,67.4,8.74,430.0,8.41,232.0,354.0,434.97,2.1,60.6
2025-05-07 20:23:52.456234-04:00,67.4,8.74,507.0,9.91,134.0,516.0,507.64,2.48,60.6
2025-05-07 20:23:56.203262-04:00,67.4,6.51,509.0,9.95,120.0,470.0,510.44,2.49,60.6
2025-05-07 20:23:59.952841-04:00,67.4,6.51,502.0,9.81,143.0,534.0,503.21,2.45,60.6
2025-05-07 20:24:03.700045-04:00,67.4,6.51,494.0,9.66,154.0,514.0,495.1,2.41,60.6
2025-05-07 20:24:07.448750-04:00,67.3,6.51,498.0,9.74,115.0,511.0,498.93,2.43,60.6
2025-05-07 20:24:11.193371-04:00,67.3,6.51,509.0,9.95,125.0,534.0,510.0,2.49,60.6
2025-05-07 20:24:14.942717-04:00,67.3,6.51,513.0,10.03,139.0,512.0,514.37,2.51,60.6
2025-05-07 20:24:18.687821-04:00,67.2,6.51,502.0,9.81,171.0,484.0,503.05,2.45,60.6
2025-05-07 20:24:22.442922-04:00,67.5,6.51,484.0,9.46,148.0,491.0,485.72,2.37,60.6
2025-05-07 20:24:26.180240-04:00,67.5,6.51,503.0,9.83,135.0,509.0,503.86,2.46,60.6
2025-05-07 20:24:29.926796-04:00,67.6,6.51,505.0,9.87,118.0,513.0,505.94,2.47,60.6
2025-05-07 20:24:33.675099-04:00,67.6,9.66,498.0,9.74,146.0,386.0,499.15,2.43,60.6
2025-05-07 20:24:39.944988-04:00,67.8,9.66,509.0,9.95,121.0,513.0,510.61,2.49,60.4
2025-05-07 20:24:43.692162-04:00,67.8,9.66,513.0,10.03,222.0,507.0,515.84,2.51,60.4
2025-05-07 20:24:49.967255-04:00,67.7,7.58,480.0,9.38,180.0,474.0,481.19,2.35,60.4
2025-05-07 20:24:53.714298-04:00,67.7,7.58,499.0,9.76,139.0,524.0,500.1,2.44,60.4
2025-05-07 20:24:57.466435-04:00,67.7,7.58,606.0,11.85,216.0,551.0,609.36,2.96,60.4
2025-05-07 20:25:01.207932-04:00,67.6,7.58,508.0,9.93,127.0,520.0,508.59,2.48,60.4
2025-05-07 20:25:04.956008-04:00,67.7,7.58,506.0,9.89,175.0,519.0,506.83,2.47,60.4
2025-05-07 20:25:08.702286-04:00,67.7,7.58,509.0,9.95,145.0,482.0,509.74,2.49,60.4
2025-05-07 20:25:12.449889-04:00,67.6,7.58,504.0,9.85,134.0,527.0,505.37,2.46,60.4
2025-05-07 20:25:16.197265-04:00,67.6,7.58,442.0,8.64,627.0,662.0,479.9,2.16,60.4
2025-05-07 20:25:19.942891-04:00,67.6,7.58,510.0,9.97,165.0,512.0,511.42,2.49,60.4
2025-05-07 20:25:23.690569-04:00,67.7,7.58,506.0,9.89,134.0,509.0,506.89,2.47,60.4
2025-05-07 20:25:27.437159-04:00,67.5,7.58,505.0,9.87,140.0,472.0,505.92,2.47,60.4
2025-05-07 20:25:31.182744-04:00,67.5,7.58,508.0,9.93,138.0,430.0,509.01,2.48,60.4
2025-05-07 20:25:34.930882-04:00,67.4,7.58,466.0,9.11,351.0,245.0,472.78,2.28,60.4
2025-05-07 20:25:41.207621-04:00,67.3,7.58,519.0,10.15,142.0,525.0,519.88,2.54,60.4
2025-05-07 20:25:44.957436-04:00,67.3,7.58,534.0,10.44,236.0,547.0,535.97,2.61,60.4
2025-05-07 20:25:56.292442-04:00,67.3,5.46,496.0,9.7,138.0,501.0,497.36,2.42,60.3
2025-05-07 20:26:00.065998-04:00,67.3,5.46,502.0,9.81,142.0,512.0,503.4,2.45,60.4
2025-05-07 20:26:03.787261-04:00,67.4,5.46,502.0,9.81,120.0,508.0,502.67,2.45,60.3
2025-05-07 20:26:07.534279-04:00,67.5,5.46,505.0,9.87,163.0,515.0,506.02,2.47,60.3
2025-05-07 20:26:11.281572-04:00,67.5,5.46,505.0,9.87,122.0,519.0,506.19,2.47,60.3
2025-05-07 20:26:15.028031-04:00,67.7,5.46,511.0,9.99,121.0,505.0,512.0,2.5,60.3
2025-05-07 20:26:18.775506-04:00,67.7,5.46,502.0,9.81,129.0,441.0,503.34,2.45,60.3
2025-05-07 20:26:22.522938-04:00,67.7,5.46,502.0,9.81,130.0,534.0,503.26,2.45,60.3
2025-05-07 20:26:26.270722-04:00,67.8,5.46,511.0,9.99,153.0,465.0,512.86,2.5,60.3
2025-05-07 20:26:30.016618-04:00,68.0,5.46,504.0,9.85,159.0,453.0,505.06,2.46,60.3
2025-05-07 20:26:33.762899-04:00,67.9,5.46,506.0,9.89,182.0,503.0,508.11,2.47,60.3
2025-05-07 20:26:37.511125-04:00,67.9,5.46,495.0,9.68,116.0,483.0,495.84,2.42,60.3
2025-05-07 20:26:41.257111-04:00,67.9,5.46,491.0,9.6,165.0,511.0,493.36,2.4,60.3
2025-05-07 20:26:45.003186-04:00,67.9,5.46,545.0,10.65,270.0,523.0,548.78,2.66,60.3
2025-05-07 20:26:48.749865-04:00,67.9,5.46,533.0,10.42,139.0,531.0,533.86,2.61,60.3
2025-05-07 20:26:52.495536-04:00,67.9,5.46,505.0,9.87,149.0,497.0,507.03,2.47,60.3
2025-05-07 20:26:56.242903-04:00,67.8,5.46,473.0,9.25,134.0,451.0,474.28,2.31,60.3
2025-05-07 20:26:59.989360-04:00,67.9,5.46,495.0,9.68,136.0,493.0,496.56,2.42,60.3
2025-05-07 20:27:03.736790-04:00,67.8,5.46,509.0,9.95,135.0,521.0,509.96,2.49,60.3
2025-05-07 20:27:07.483870-04:00,67.9,5.46,508.0,9.93,172.0,482.0,508.74,2.48,60.3
2025-05-07 20:27:11.229718-04:00,67.9,3.25,511.0,9.99,178.0,526.0,512.34,2.5,60.1
2025-05-07 20:27:14.978354-04:00,68.0,3.25,504.0,9.85,171.0,491.0,505.66,2.46,60.1
2025-05-07 20:27:18.725932-04:00,67.9,3.25,540.0,10.56,137.0,539.0,541.13,2.64,60.1
2025-05-07 20:27:25.006375-04:00,67.9,3.25,493.0,9.64,162.0,509.0,494.63,2.41,60.1
2025-05-07 20:27:31.280013-04:00,68.1,3.25,476.0,9.31,364.0,578.0,487.71,2.33,60.1
2025-05-07 20:27:35.025598-04:00,68.1,3.25,526.0,10.28,207.0,516.0,527.53,2.57,60.1
2025-05-07 20:27:38.771555-04:00,68.0,3.25,529.0,10.34,203.0,513.0,530.94,2.59,60.1
2025-05-07 20:27:42.517554-04:00,68.1,3.25,508.0,9.93,142.0,509.0,508.65,2.48,60.1
2025-05-07 20:27:46.266085-04:00,68.1,3.25,519.0,10.15,213.0,496.0,521.22,2.54,60.1
2025-05-07 20:27:50.013327-04:00,68.1,3.25,511.0,9.99,143.0,474.0,511.97,2.5,60.1
2025-05-07 20:27:53.763734-04:00,68.1,3.25,506.0,9.89,121.0,499.0,506.76,2.47,60.1
2025-05-07 20:27:57.506942-04:00,68.2,3.25,501.0,9.79,133.0,527.0,501.82,2.45,60.1
2025-05-07 20:28:01.253606-04:00,68.3,3.25,502.0,9.81,130.0,517.0,503.34,2.45,60.1
2025-05-07 20:28:05.000137-04:00,68.2,3.25,510.0,9.97,130.0,524.0,510.86,2.49,60.1
2025-05-07 20:28:08.748424-04:00,68.3,3.25,506.0,9.89,181.0,515.0,507.33,2.47,60.1
2025-05-07 20:28:15.028128-04:00,68.4,3.25,509.0,9.95,116.0,482.0,510.39,2.49,60.1
2025-05-07 20:28:18.771621-04:00,68.4,3.25,498.0,9.74,169.0,532.0,499.59,2.43,60.1
2025-05-07 20:28:22.518185-04:00,68.4,3.25,496.0,9.7,141.0,479.0,497.86,2.42,60.1
2025-05-07 20:28:26.264577-04:00,68.5,3.25,497.0,9.72,141.0,513.0,498.19,2.43,59.9
2025-05-07 20:28:30.012896-04:00,68.4,3.25,509.0,9.95,132.0,533.0,510.51,2.49,59.9
2025-05-07 20:28:33.756432-04:00,68.5,3.25,492.0,9.62,123.0,463.0,492.64,2.4,59.9
2025-05-07 20:28:37.508643-04:00,68.4,3.25,498.0,9.74,177.0,471.0,499.8,2.43,59.9
2025-05-07 20:28:41.252395-04:00,68.4,3.25,510.0,9.97,125.0,532.0,511.29,2.49,60.1
2025-05-07 20:28:44.998834-04:00,68.5,3.25,506.0,9.89,127.0,508.0,506.88,2.47,60.1
2025-05-07 20:28:48.745846-04:00,68.4,3.25,507.0,9.91,181.0,515.0,508.94,2.48,60.1
2025-05-07 20:28:52.493384-04:00,68.4,3.25,512.0,10.01,139.0,522.0,512.96,2.5,60.1
2025-05-07 20:28:56.239759-04:00,68.4,0.88,512.0,10.01,156.0,491.0,513.13,2.5,60.1
2025-05-07 20:28:59.986325-04:00,68.3,0.88,500.0,9.78,129.0,503.0,501.03,2.44,60.1
2025-05-07 20:29:03.732926-04:00,68.3,0.88,497.0,9.72,125.0,512.0,497.67,2.43,60.1
2025-05-07 20:29:10.008417-04:00,68.3,0.88,499.0,9.76,135.0,506.0,500.17,2.44,60.3
2025-05-07 20:29:13.757463-04:00,68.3,0.88,506.0,9.89,113.0,521.0,506.84,2.47,60.1
2025-05-07 20:29:17.502983-04:00,68.2,0.88,495.0,9.68,133.0,520.0,496.3,2.42,60.3
2025-05-07 20:29:21.251562-04:00,68.3,0.88,502.0,9.81,148.0,512.0,503.26,2.45,60.3
2025-05-07 20:29:24.995665-04:00,68.4,0.88,503.0,9.83,155.0,512.0,503.96,2.46,60.3
2025-05-07 20:29:28.747113-04:00,68.4,0.88,504.0,9.85,142.0,498.0,505.29,2.46,60.3
2025-05-07 20:29:32.878742-04:00,68.4,0.88,503.0,9.83,129.0,530.0,503.72,2.46,60.3
2025-05-07 20:29:36.236873-04:00,68.3,0.88,484.0,9.46,158.0,461.0,485.94,2.37,60.3
2025-05-07 20:29:39.984091-04:00,68.3,0.88,523.0,10.22,151.0,514.0,524.79,2.56,60.3
